Round_Centre_Code	FSU_Serial_No	Round	Sch_No	Sample	Sector	State_Region	District	Stratum	Sub_Stratum_No	Filler_1	Sub_Round	Sub_Sample	FOD_Sub_Region	Hamlet_Group_Sub_Block_No	Second_Stage_Stratum_No	Sample_Hhld_No	Level	Filler_2	Item_Group_Srl_No	Value_of_Consumption_Last_30_Day	Value_Consumption_Last_365_Days	Spl_characters_for_OK_stamp	Blank	NSS	NSC	MLT	NSS_SR	NSC_SR	MLT_SR	State	District_Code	HHID	Multiplier_comb
37	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	 Sub-total (items 1 to 22)	8220	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
38	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	"Tuition fees & other fees (includes private tutor, school/co"	 	5860	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
39	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	School books & other educational articles (includes newspape	 	6880	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
40	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	Clothing and bedding	 	8530	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
41	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	Footwear	 	2320	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
42	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	"Goods for recreation (includes TV, radio, tape recorder, mus"	 	280	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
43	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	"Therapeutic appliances (includes glass eye, hearing aids, or"	 	620	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
44	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	Sub-total (items 24  to 37)	 	24490	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
45	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	Average monthly expenditure for items 24 to 37  [item 38 x (	2013	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
46	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	1	9	0	Monthly household consumer expenditure (item 23 +  item 39)	10233	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
22	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Cereals & cereal products (includes  muri, chira, maida, suj"	1040	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
23	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Pulses & pulse products (includes soyabean, gram products, b"	170	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
24	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Milk products (includes milk condensed/powder, baby food, gh"	320	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
25	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Edible oil and vanaspati	176	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
26	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Vegetables (including garlic, ginger)"	590	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
27	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Fruits & nuts (includes mango, banana, coconut, dates, kishm"	120	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
28	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Egg, fish & meat"	1370	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
29	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Sugar (includes gur, candy (misri), honey, etc.)"	117	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
30	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Salt & spices (includes dry chillies, curry powder, oilseeds"	70	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
31	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Other food items (includes beverages such as tea, coffee, fr"	200	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
32	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Pan, tobacco & intoxicants"	230	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
33	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Fuel & light	460	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
34	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Entertainment (includes cinema,  picnic, sports, club fees,"	100	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
35	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Toilet articles (includes toothpaste, hair oil, shaving blad"	241	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
36	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Sundry articles (includes electric bulb, tubelight,  glasswa"	327	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
37	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Consumer services excluding conveyance (includes domestic se	498	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
38	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Conveyance (includes porter charges, diesel, petrol, school"	420	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
39	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Medical expenses (non-institutional)	80	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
40	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	 Sub-total (items 1 to 22)	6529	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
41	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Tuition fees & other fees (includes private tutor, school/co"	 	3600	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
42	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	School books & other educational articles (includes newspape	 	2500	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
43	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Clothing and bedding	 	3595	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
44	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Footwear	 	1670	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
45	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Furniture and fixtures (includes bedstead, almirah, suitcase"	 	400	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
46	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Crockery & utensils (includes stainless steel utensils, cass"	 	850	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
47	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Cooking and household appliances (includes electric fan, air"	 	500	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
48	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Goods for recreation (includes TV, radio, tape recorder, mus"	 	276	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
49	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Personal transport equipment (includes bicycle, scooter, car"	 	370	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
50	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Other personal goods (includes clock, watch, PC, telephone s"	 	400	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
51	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	"Repair and maintenance (of residential buildings, bathroom e"	 	900	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
52	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Sub-total (items 24  to 37)	 	15061	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
53	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Average monthly expenditure for items 24 to 37  [item 38 x (	1238	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
54	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	1	2	9	0	Monthly household consumer expenditure (item 23 +  item 39)	7767	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
21	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Cereals & cereal products (includes  muri, chira, maida, suj"	1080	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
22	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Pulses & pulse products (includes soyabean, gram products, b"	120	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
23	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Milk products (includes milk condensed/powder, baby food, gh"	270	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
24	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Edible oil and vanaspati	201	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
25	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Vegetables (including garlic, ginger)"	282	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
26	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Fruits & nuts (includes mango, banana, coconut, dates, kishm"	60	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
27	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Egg, fish & meat"	600	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
28	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Sugar (includes gur, candy (misri), honey, etc.)"	123	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
29	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Salt & spices (includes dry chillies, curry powder, oilseeds"	80	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
30	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Other food items (includes beverages such as tea, coffee, fr"	330	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
31	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Pan, tobacco & intoxicants"	700	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
32	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Fuel & light	200	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
33	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Entertainment (includes cinema,  picnic, sports, club fees,"	100	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
34	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Personal care and effects (includes spectacles, torch, umbre"	260	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
35	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Sundry articles (includes electric bulb, tubelight,  glasswa"	240	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
36	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Consumer services excluding conveyance (includes domestic se	300	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
37	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Conveyance (includes porter charges, diesel, petrol, school"	480	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
38	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	 Sub-total (items 1 to 22)	5426	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
39	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Tuition fees & other fees (includes private tutor, school/co"	 	400	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
40	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	School books & other educational articles (includes newspape	 	500	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
41	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Clothing and bedding	 	3600	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
42	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Footwear	 	1200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
43	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Crockery & utensils (includes stainless steel utensils, cass"	 	1300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
44	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Cooking and household appliances (includes electric fan, air"	 	900	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
45	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Goods for recreation (includes TV, radio, tape recorder, mus"	 	700	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
46	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Personal transport equipment (includes bicycle, scooter, car"	 	300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
47	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	"Repair and maintenance (of residential buildings, bathroom e"	 	2000	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
48	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Sub-total (items 24  to 37)	 	10900	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
49	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Average monthly expenditure for items 24 to 37  [item 38 x (	896	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
50	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	1	9	0	Monthly household consumer expenditure (item 23 +  item 39)	6322	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
19	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Cereals & cereal products (includes  muri, chira, maida, suj"	744	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
20	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Pulses & pulse products (includes soyabean, gram products, b"	90	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
21	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Milk	50	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
22	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Milk products (includes milk condensed/powder, baby food, gh"	20	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
23	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Edible oil and vanaspati	135	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
24	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Vegetables (including garlic, ginger)"	480	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
25	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Fruits & nuts (includes mango, banana, coconut, dates, kishm"	20	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
26	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Egg, fish & meat"	310	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
27	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Sugar (includes gur, candy (misri), honey, etc.)"	72	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
28	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Salt & spices (includes dry chillies, curry powder, oilseeds"	49	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
29	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Other food items (includes beverages such as tea, coffee, fr"	380	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
30	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Pan, tobacco & intoxicants"	240	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
31	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Entertainment (includes cinema,  picnic, sports, club fees,"	554	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
32	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Toilet articles (includes toothpaste, hair oil, shaving blad"	160	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
33	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Sundry articles (includes electric bulb, tubelight,  glasswa"	70	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
34	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Consumer services excluding conveyance (includes domestic se	60	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
35	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Conveyance (includes porter charges, diesel, petrol, school"	100	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
36	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Medical expenses (non-institutional)	30	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
37	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	 Sub-total (items 1 to 22)	3564	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
38	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Tuition fees & other fees (includes private tutor, school/co"	 	2200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
39	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	School books & other educational articles (includes newspape	 	1070	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
40	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Clothing and bedding	 	2200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
41	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Footwear	 	1100	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
42	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Crockery & utensils (includes stainless steel utensils, cass"	 	340	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
43	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Cooking and household appliances (includes electric fan, air"	 	200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
44	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Personal transport equipment (includes bicycle, scooter, car"	 	150	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
45	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	"Repair and maintenance (of residential buildings, bathroom e"	 	1300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
46	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Sub-total (items 24  to 37)	 	8560	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
47	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Average monthly expenditure for items 24 to 37  [item 38 x (	704	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
48	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	2	9	0	Monthly household consumer expenditure (item 23 +  item 39)	4268	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
34	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Cereals & cereal products (includes  muri, chira, maida, suj"	1220	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
35	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Pulses & pulse products (includes soyabean, gram products, b"	160	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
36	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Edible oil and vanaspati	256	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
37	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Vegetables (including garlic, ginger)"	782	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
38	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Fruits & nuts (includes mango, banana, coconut, dates, kishm"	145	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
39	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Egg, fish & meat"	655	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
40	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Sugar (includes gur, candy (misri), honey, etc.)"	218	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
41	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Salt & spices (includes dry chillies, curry powder, oilseeds"	92	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
42	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Other food items (includes beverages such as tea, coffee, fr"	730	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
43	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Pan, tobacco & intoxicants"	520	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
44	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Fuel & light	816	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
45	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Toilet articles (includes toothpaste, hair oil, shaving blad"	88	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
46	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Sundry articles (includes electric bulb, tubelight,  glasswa"	105	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
47	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Consumer services excluding conveyance (includes domestic se	360	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
48	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Conveyance (includes porter charges, diesel, petrol, school"	1850	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
49	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	 Sub-total (items 1 to 22)	7997	 	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
50	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Medical (institutional)	 	3480	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
51	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	School books & other educational articles (includes newspape	 	1340	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
52	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Clothing and bedding	 	8680	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
53	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	Footwear	 	1850	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
54	71539	68	100	Central	Rural	171	1	1	2	0	1	2	1711	1	2	3	9	0	"Furniture and fixtures (includes bedstead, almirah, suitcase"	 	640	 	 	2	4	34642	1	1	69284	MAHARASHTRA	Pune	715391203	173.21
