Round_Centre_Code	FSU_Serial_No	Round	Sch_No	Sample	Sector	State_Region	District	Stratum	Sub_Stratum_No	Filler_1	Sub_Round	Sub_Sample	FOD_Sub_Region	Hamlet_Group_Sub_Block_No	Second_Stage_Stratum_No	Sample_Hhld_No	Level	Filler_2	Person_Serial_No	Relation_to_Head	Sex	Age	Marital_Status	General_Education	Technical_Education	Status_of_Current_Attendance	Type_of_Educationa_Institution	Registered_with_Emp_Exchange	Vocational_Training	Field_of_Training	MGNREG_jobcard	MGNREG_work	Spl_characters_for_OK_stamp	Blank	NSS	NSC	MLT	NSS_SR	NSC_SR	MLT_SR	State	District_Code	HHID	Multiplier_comb
7	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	2	3	3	0	6	Unmarried child	Female	17	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Private and aided	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	60197	1	1	120393	MEGHALAYA	West Garo Hills	715311203	300.985
8	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	2	3	3	0	7	Unmarried child	Female	2	Never married	Not literate	No technical education	Currently not attending:  Never attended: Others	 	 	 	 	 	 	 	 	2	4	60197	1	1	120393	MEGHALAYA	West Garo Hills	715311203	300.985
2	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	2	4	3	0	1	Self	Female	51	Widowed	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	 	 	 	 	2	4	60197	1	1	120393	MEGHALAYA	West Garo Hills	715311204	300.985
3	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	2	4	3	0	2	Brother/ sister/ brother-in-law/ sister-in-law/ other relati	Female	16	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	60197	1	1	120393	MEGHALAYA	West Garo Hills	715311204	300.985
2	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	1	3	0	1	Self	Male	50	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311301	972.41
3	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	1	3	0	2	Spouse of head	Female	47	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311301	972.41
4	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	1	3	0	3	Married child	Male	29	Currently married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311301	972.41
5	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	1	3	0	4	Spouse of married child	Female	27	Currently married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311301	972.41
6	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	1	3	0	5	Unmarried child	Female	23	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311301	972.41
2	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	2	3	0	1	Self	Male	36	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311302	972.41
3	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	2	3	0	2	Spouse of head	Female	30	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311302	972.41
4	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	2	3	0	3	Unmarried child	Male	16	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311302	972.41
5	71531	68	100	Central	Rural	171	1	1	5	0	1	1	1711	1	3	2	3	0	4	Unmarried child	Female	10	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	194482	1	1	388963	MEGHALAYA	West Garo Hills	715311302	972.41
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	1	1	3	0	1	Self	Male	54	Currently married	Literate:  secondary	No technical education	 	 	 	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	23787	1	1	47574	MEGHALAYA	West Garo Hills	715321101	118.935
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	1	1	3	0	2	Spouse of head	Female	44	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	23787	1	1	47574	MEGHALAYA	West Garo Hills	715321101	118.935
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	1	1	3	0	3	Married child	Male	25	Currently married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	23787	1	1	47574	MEGHALAYA	West Garo Hills	715321101	118.935
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	1	1	3	0	4	Spouse of married child	Female	21	Currently married	Literate:  secondary	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	23787	1	1	47574	MEGHALAYA	West Garo Hills	715321101	118.935
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	1	1	3	0	5	Grandchild	Female	4	Never married	Literate without formal schooling:  Others	No technical education	Ever attended but currently not attending: Others	 	 	 	 	 	 	 	 	2	4	23787	1	1	47574	MEGHALAYA	West Garo Hills	715321101	118.935
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	1	Self	Male	56	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	2	Spouse of head	Female	49	Currently married	Literate:  primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	3	Married child	Male	30	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	4	Spouse of married child	Female	24	Currently married	Literate:  middle	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	5	Grandchild	Male	3	Never married	Not literate	No technical education	Currently not attending:  Never attended: Others	 	 	 	 	 	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
7	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	1	3	0	6	Grandchild	Female	5	Never married	Literate:  below primary	No technical education	"Currently attending in: Pre-primary (nursery/ Kinder garten,"	Private and aided	 	 	 	 	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321201	127.43
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	1	Self	Male	48	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	2	Spouse of head	Female	42	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	3	Married child	Male	21	Currently married	Literate:  secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	4	Spouse of married child	Female	20	Currently married	Literate:  middle	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	5	Unmarried child	Male	19	Never married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
7	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	6	Unmarried child	Male	18	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
8	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	7	Unmarried child	Male	16	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
9	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	8	Grandchild	Female	3	Never married	Not literate	No technical education	Currently not attending:  Never attended: Others	 	 	 	 	 	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
10	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	2	2	3	0	9	Grandchild	Female	1	Never married	Not literate	No technical education	Currently not attending:  Never attended: Others	 	 	 	 	 	 	 	 	2	4	25486	1	1	50972	MEGHALAYA	West Garo Hills	715321202	127.43
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	1	Self	Male	45	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	2	Spouse of head	Female	37	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	3	Unmarried child	Male	17	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	4	Unmarried child	Male	10	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	5	Unmarried child	Female	13	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
7	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	6	Unmarried child	Female	8	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
8	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	1	3	1	3	0	7	Unmarried child	Female	6	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	132527	1	1	265053	MEGHALAYA	West Garo Hills	715321301	662.635
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	1	1	3	0	1	Self	Male	54	Currently married	Literate:  graduate	No technical education	 	 	 	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322101	356.8
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	1	1	3	0	2	Spouse of head	Female	43	Currently married	Literate:  higher secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322101	356.8
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	1	1	3	0	3	Unmarried child	Male	23	Never married	Literate:  higher secondary	No technical education	Graduate in: Other subjects	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322101	356.8
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	1	1	3	0	4	Unmarried child	Male	21	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Private and aided	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322101	356.8
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	1	1	3	0	5	Unmarried child	Male	18	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Private and aided	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322101	356.8
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	1	Self	Male	49	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	2	Spouse of head	Female	44	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	3	Spouse of married child	Male	30	Currently married	Literate:  secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	4	Married child	Female	25	Currently married	Literate:  primary	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	5	Unmarried child	Male	26	Never married	Literate:  higher secondary	No technical education	Graduate in: Other subjects	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
7	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	6	Unmarried child	Male	21	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
8	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	7	Unmarried child	Female	18	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
9	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	1	3	0	8	Father/ mother/ father-in-law/ mother-in-law	Female	70	Divorced/separated	Not literate	No technical education	 	 	 	 	 	No	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322201	356.8
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	1	Self	Male	49	Currently married	Literate:  secondary	No technical education	 	 	 	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	2	Spouse of head	Female	44	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	3	Married child	Male	26	Currently married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	4	Spouse of married child	Female	20	Currently married	Literate:  middle	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	5	Unmarried child	Male	24	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
7	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	6	Unmarried child	Male	29	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Local body	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
8	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	7	Unmarried child	Female	11	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Private and aided	 	 	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
9	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	2	2	3	0	8	Unmarried child	Female	16	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Private and aided	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	71360	1	1	142721	MEGHALAYA	West Garo Hills	715322202	356.8
2	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	3	1	3	0	1	Self	Male	42	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	356802	1	1	713605	MEGHALAYA	West Garo Hills	715322301	1784.01
3	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	3	1	3	0	2	Spouse of head	Female	38	Currently married	Literate without formal schooling:  EGS/ NFEC/ AEC	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	356802	1	1	713605	MEGHALAYA	West Garo Hills	715322301	1784.01
4	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	3	1	3	0	3	Unmarried child	Male	19	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	356802	1	1	713605	MEGHALAYA	West Garo Hills	715322301	1784.01
5	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	3	1	3	0	4	Unmarried child	Female	17	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	356802	1	1	713605	MEGHALAYA	West Garo Hills	715322301	1784.01
6	71532	68	100	Central	Rural	171	1	1	6	0	1	2	1711	2	3	1	3	0	5	Unmarried child	Female	14	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	 	 	 	 	 	 	 	2	4	356802	1	1	713605	MEGHALAYA	West Garo Hills	715322301	1784.01
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	1	3	0	1	Self	Male	35	Currently married	Literate:  higher secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361101	379.005
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	1	3	0	2	Spouse of head	Female	28	Currently married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361101	379.005
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	1	Self	Male	48	Currently married	Literate:  secondary	No technical education	 	 	 	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	2	Spouse of head	Female	35	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
4	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	3	Unmarried child	Male	18	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
5	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	4	Unmarried child	Male	16	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
6	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	5	Unmarried child	Male	14	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
7	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	6	Unmarried child	Female	6	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and unaided	 	 	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
8	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	1	2	3	0	7	Unmarried child	Female	4	Never married	Literate:  below primary	No technical education	"Currently attending in: Pre-primary (nursery/ Kinder garten,"	Private and unaided	 	 	 	 	 	 	 	2	4	75801	1	1	151602	MEGHALAYA	East Garo Hills	715361102	379.005
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	1	3	0	1	Self	Male	67	Widowed	Literate:  secondary	No technical education	 	 	 	 	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361201	246.355
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	1	3	0	2	Unmarried child	Male	28	Never married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361201	246.355
4	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	1	3	0	3	Unmarried child	Male	26	Never married	Literate:  higher secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361201	246.355
5	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	1	3	0	4	Unmarried child	Male	23	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361201	246.355
6	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	1	3	0	5	Unmarried child	Female	21	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Private and aided	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361201	246.355
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	2	3	0	1	Self	Male	45	Currently married	Literate:  secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361202	246.355
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	2	3	0	2	Spouse of head	Female	42	Currently married	Literate:  secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361202	246.355
4	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	2	3	0	3	Unmarried child	Male	28	Never married	Literate:  primary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361202	246.355
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	3	3	0	1	Self	Male	37	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361203	246.355
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	3	3	0	2	Spouse of head	Female	27	Currently married	Literate:  secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361203	246.355
4	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	3	3	0	3	Unmarried child	Male	11	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and unaided	 	 	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361203	246.355
5	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	3	3	0	4	Unmarried child	Female	10	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Local body	 	 	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361203	246.355
2	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	4	3	0	1	Self	Male	36	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361204	246.355
3	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	4	3	0	2	Spouse of head	Female	29	Currently married	Literate:  primary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361204	246.355
4	71536	68	100	Central	Rural	171	2	2	1	0	1	1	1711	1	2	4	3	0	3	Unmarried child	Male	13	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and unaided	 	 	 	 	 	 	 	2	4	49271	1	1	98541	MEGHALAYA	East Garo Hills	715361204	246.355
