Round_Centre_Code	FSU_Serial_No	Round	Sch_No	Sample	Sector	State_Region	District	Stratum	Sub_Stratum_No	Filler_1	Sub_Round	Sub_Sample	FOD_Sub_Region	Hamlet_Group_Sub_Block_No	Second_Stage_Stratum_No	Sample_Hhld_No	Level	Filler_2	Item_Group_Srl_No	Value_of_Consumption_Last_30_Day	Value_Consumption_Last_365_Days	Spl_characters_for_OK_stamp	Blank	NSS	NSC	MLT	NSS_SR	NSC_SR	MLT_SR	State	District_Code	HHID	Multiplier_comb
025	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Egg, fish & meat	785	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
026	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Sugar (includes gur, candy (misri), honey, etc.)	140	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
027	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	72	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
028	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Other food items (includes beverages such as tea, coffee, fr	1080	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
029	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Pan, tobacco & intoxicants	565	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
030	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Fuel & light	660	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
031	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Entertainment (includes cinema,  picnic, sports, club fees,	300	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
032	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Personal care and effects (includes spectacles, torch, umbre	180	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
033	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	76	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
034	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	72	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
035	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Consumer services excluding conveyance (includes domestic se	486	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
036	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Conveyance (includes porter charges, diesel, petrol, school	1680	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
037	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	 Sub-total (items 1 to 22)	8220	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
038	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Tuition fees & other fees (includes private tutor, school/co	 	5860	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
039	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	School books & other educational articles (includes newspape	 	6880	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
040	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Clothing and bedding	 	8530	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
041	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Footwear	 	2320	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
042	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Goods for recreation (includes TV, radio, tape recorder, mus	 	280	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
043	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Therapeutic appliances (includes glass eye, hearing aids, or	 	620	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
044	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Sub-total (items 24  to 37)	 	24490	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
045	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	2013	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
046	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	01	09	000	Monthly household consumer expenditure (item 23 +  item 39)	10233	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391101	188.955
022	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	1040	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
023	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Pulses & pulse products (includes soyabean, gram products, b	170	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
024	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Milk products (includes milk condensed/powder, baby food, gh	320	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
025	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Edible oil and vanaspati	176	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
026	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Vegetables (including garlic, ginger)	590	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
027	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	120	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
028	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Egg, fish & meat	1370	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
029	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Sugar (includes gur, candy (misri), honey, etc.)	117	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
030	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	70	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
031	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Other food items (includes beverages such as tea, coffee, fr	200	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
032	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Pan, tobacco & intoxicants	230	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
033	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Fuel & light	460	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
034	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Entertainment (includes cinema,  picnic, sports, club fees,	100	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
035	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	241	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
036	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	327	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
037	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Consumer services excluding conveyance (includes domestic se	498	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
038	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Conveyance (includes porter charges, diesel, petrol, school	420	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
039	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Medical expenses (non-institutional)	80	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
040	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	 Sub-total (items 1 to 22)	6529	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
041	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Tuition fees & other fees (includes private tutor, school/co	 	3600	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
042	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	School books & other educational articles (includes newspape	 	2500	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
043	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Clothing and bedding	 	3595	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
044	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Footwear	 	1670	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
045	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Furniture and fixtures (includes bedstead, almirah, suitcase	 	400	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
046	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	850	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
047	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Cooking and household appliances (includes electric fan, air	 	500	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
048	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Goods for recreation (includes TV, radio, tape recorder, mus	 	276	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
049	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Personal transport equipment (includes bicycle, scooter, car	 	370	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
050	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Other personal goods (includes clock, watch, PC, telephone s	 	400	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
051	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Repair and maintenance (of residential buildings, bathroom e	 	900	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
052	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Sub-total (items 24  to 37)	 	15061	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
053	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	1238	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
054	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	1	02	09	000	Monthly household consumer expenditure (item 23 +  item 39)	7767	 	 	 	2	4	37791	1	1	75582	MEGHALAYA	West Garo Hills	715391102	188.955
021	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	1080	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
022	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Pulses & pulse products (includes soyabean, gram products, b	120	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
023	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Milk products (includes milk condensed/powder, baby food, gh	270	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
024	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Edible oil and vanaspati	201	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
025	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Vegetables (including garlic, ginger)	282	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
026	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	60	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
027	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Egg, fish & meat	600	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
028	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Sugar (includes gur, candy (misri), honey, etc.)	123	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
029	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	80	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
030	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Other food items (includes beverages such as tea, coffee, fr	330	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
031	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Pan, tobacco & intoxicants	700	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
032	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Fuel & light	200	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
033	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Entertainment (includes cinema,  picnic, sports, club fees,	100	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
034	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Personal care and effects (includes spectacles, torch, umbre	260	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
035	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	240	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
036	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Consumer services excluding conveyance (includes domestic se	300	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
037	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Conveyance (includes porter charges, diesel, petrol, school	480	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
038	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	 Sub-total (items 1 to 22)	5426	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
039	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Tuition fees & other fees (includes private tutor, school/co	 	400	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
040	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	School books & other educational articles (includes newspape	 	500	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
041	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Clothing and bedding	 	3600	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
042	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Footwear	 	1200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
043	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	1300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
044	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Cooking and household appliances (includes electric fan, air	 	900	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
045	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Goods for recreation (includes TV, radio, tape recorder, mus	 	700	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
046	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Personal transport equipment (includes bicycle, scooter, car	 	300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
047	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Repair and maintenance (of residential buildings, bathroom e	 	2000	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
048	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Sub-total (items 24  to 37)	 	10900	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
049	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	896	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
050	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	01	09	000	Monthly household consumer expenditure (item 23 +  item 39)	6322	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391201	173.21
019	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	744	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
020	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Pulses & pulse products (includes soyabean, gram products, b	90	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
021	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Milk	50	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
022	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Milk products (includes milk condensed/powder, baby food, gh	20	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
023	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Edible oil and vanaspati	135	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
024	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Vegetables (including garlic, ginger)	480	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
025	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	20	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
026	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Egg, fish & meat	310	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
027	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Sugar (includes gur, candy (misri), honey, etc.)	72	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
028	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	49	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
029	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Other food items (includes beverages such as tea, coffee, fr	380	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
030	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Pan, tobacco & intoxicants	240	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
031	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Entertainment (includes cinema,  picnic, sports, club fees,	554	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
032	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	160	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
033	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	70	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
034	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Consumer services excluding conveyance (includes domestic se	60	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
035	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Conveyance (includes porter charges, diesel, petrol, school	100	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
036	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Medical expenses (non-institutional)	30	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
037	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	 Sub-total (items 1 to 22)	3564	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
038	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Tuition fees & other fees (includes private tutor, school/co	 	2200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
039	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	School books & other educational articles (includes newspape	 	1070	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
040	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Clothing and bedding	 	2200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
041	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Footwear	 	1100	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
042	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	340	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
043	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Cooking and household appliances (includes electric fan, air	 	200	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
044	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Personal transport equipment (includes bicycle, scooter, car	 	150	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
045	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Repair and maintenance (of residential buildings, bathroom e	 	1300	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
046	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Sub-total (items 24  to 37)	 	8560	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
047	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	704	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
048	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	02	09	000	Monthly household consumer expenditure (item 23 +  item 39)	4268	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391202	173.21
034	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	1220	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
035	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Pulses & pulse products (includes soyabean, gram products, b	160	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
036	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Edible oil and vanaspati	256	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
037	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Vegetables (including garlic, ginger)	782	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
038	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	145	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
039	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Egg, fish & meat	655	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
040	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Sugar (includes gur, candy (misri), honey, etc.)	218	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
041	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	92	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
042	71539	68	100	Central	Rural	171	01	01	02	0	1	2	1711	1	2	03	09	000	Other food items (includes beverages such as tea, coffee, fr	730	 	 	 	2	4	34642	1	1	69284	MEGHALAYA	West Garo Hills	715391203	173.21
